Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
2469,1.21725936914487,0.190829936119976,0.244988077941696,0.70056955504769991,-0.244268013769827,-0.72672670347248292,0.195372745879948,-0.172494981085534,0.077152300384512013,-0.16966321339905602,0.0331760004664266,0.729115051740438,0.26156622519961104,0.155444846180167,0.23591789449340303,-0.73720332735100214,0.36070139645728,-1.24153237716369,-0.35480510700669804,-0.14648997128125102,-0.0151311899439464,0.173486900430125,-0.0423039720141953,0.47383344884439,0.562554610192056,0.563152002960087,-0.0324475790500707,0.00131973020208179,0,0
2519,-0.707495366659854,1.6344837591709098,1.9096104640998601,2.5838095021152996,0.606477397378078,0.41120447627096995,0.90565350716363291,-0.630049016350102,-1.00666726927795,1.71069625172798,0.10668951931157303,0.0964331119025184,1.33525991093584,-0.55414466127520112,1.43992467595736,-0.6264564748376179,-0.0677108838530727,-0.630691054534223,0.43510187115816296,0.226493252286174,0.0972204478956069,0.40617884279018396,-0.12376810896306001,0.10799210327543901,-0.65276859758495209,-0.0112795179694562,-0.97324939777443586,-0.28269786311195,0,0
2549,-0.971649645618621,1.01160240688124,1.91130313511843,-0.27286732148152,0.0815224417289026,-0.92222825739200909,0.715814160384793,-0.135521792686063,-0.423163863770201,-0.47896858204304205,-0.501889408337961,-0.37291890299235708,-0.52257020386546793,0.195608905523147,0.790884817352925,0.30408707148485,-0.455845105876925,-0.32425728380054397,-0.190197441100147,-0.0984401266427387,-0.17606997854666,-0.74581758199895409,-0.15166061639604,0.36691202197696904,0.126128708100379,0.0493163952666057,-0.297565487472599,0.10408841170477601,0,0
2741,1.3321415105563101,-0.439845679128354,-1.2130632821848402,-1.79751399396225,1.74875486279443,3.2052130130578305,-0.66606107034403106,0.821240650406619,1.3804719294315702,-1.0042739709212098,-0.267458414653073,0.701394899797942,-0.181665528003625,0.150295038502202,0.646910164332653,-0.634470959401518,-0.324016954265222,0.022177696553317,1.29814632658209,-0.0227877814999363,-0.29969939331087103,-0.73022790571949,-0.0428528683835154,1.00626374249219,0.78300615579828592,-0.736631281914127,0.063600523106636,0.0166055275316791,0,0
2812,-0.63340298827364694,0.96361603862939293,2.4949456217577497,2.0990509863350297,-0.40433067278753793,0.23586157953548997,-0.00793190515031739,0.211441518482132,-0.20981682042808,0.308297602896481,-1.20499230853772,-0.47470780929704293,-0.654063561632139,-0.474599113137004,-0.428417793384727,0.53665148154460607,-0.380654616844995,0.0286505393093891,-0.687969434192997,-0.174984760363205,0.0146755277991034,0.0162781765829899,-0.061462472923487,0.35519634316361604,-0.17908550429831896,-0.10694742544378999,-0.21503925668538898,0.0506977952270228,0,0
2827,-0.7065981589733,0.97452316021667706,2.84800224883177,1.62437481328574,-0.24799022077719898,-0.0843088424805622,0.279253081937816,0.19069996122133198,-0.51150574027780493,-0.22974152028534603,-0.85855977376901715,0.24454278087435502,0.309237229164127,-0.62970755156395108,-1.1279856031668898,0.703987073734131,-0.629465270850701,-0.283090583580245,-1.64988769762954,-0.17885861261774105,0.04366461351161,0.206504349021617,-0.0976011905473536,0.7004112034674661,-0.25507380834348803,-0.268562183744188,0.131084738104111,0.144413644775616,0,0
2828,1.18169674230131,-0.00790838253075205,-0.0668453869489299,1.53222301820395,1.72883164214326,4.40988461711759,-1.13881579973017,1.1646445000658001,-0.0205784463321227,0.554215865529178,-0.729227342877205,-0.0106978368353561,-0.0135860907766805,-0.272330444031316,-0.114822674501081,0.94745098702775787,-0.91465512850518094,0.24524422530870396,-0.46955043349919495,-0.0403823736964867,-0.13991985465252801,-0.399563036233232,0.0102000245505445,0.992235414205513,0.45701472594573295,-0.0279235711375967,0.0452733918755918,0.0288681760316146,0,0
2870,-0.46060237870313503,0.399328081326802,0.84709146145104308,0.580311313593744,2.4633684905787403,4.23238432521332,-0.56935258407237288,1.25344262281687,-0.410850375457325,-0.00637608883396933,-0.98672423575797,-0.25852249704395,-0.162533216596033,-0.411709313560821,-0.78113726694381491,1.1292157333653703,-1.18532166108876,0.33480672792653005,-1.0720763832340798,-0.0448926038147622,-0.0293323233210836,-0.21186170022773396,-0.0525802963766096,0.974668829847371,-0.158137165597668,-0.23021273979228699,0.0805383781445513,0.0663758833350268,0,0
2891,-1.3564104097178602,0.434827663677634,3.1762958119507,2.54259570676165,0.25065122465441897,0.471825186849664,-0.0423857896825379,0.0665130523649947,-0.451823125667711,0.552010329734433,-0.33686896240636793,0.087098911866996,0.313548021258502,-0.786609375034769,0.20686103344554604,-0.24855437338205497,0.13688232550861099,-0.58480576409915608,-0.374377901448711,-0.0975535479423524,-0.0495811037651454,0.285813601891445,0.0199399088943289,0.42320574168748604,0.0366985251679179,0.0591713691216257,-0.253715616861445,-0.105176918970558,0,0
2989,-0.46917278724151096,0.74557436220574413,2.83288094829743,2.44891000121064,0.161248903908581,1.0948622160511998,0.231982031336392,-0.30986026548560497,-0.0670911916970565,1.60681604004419,1.41744215816003,0.55780600962851,0.10722606296566001,-1.0402505241006499,-0.376714796703329,-0.294573852359188,-0.319869233833787,-0.092221101117427,0.0902286280811442,0.10464555113195699,0.0194828600727866,0.57792365206931007,-0.109420685412385,0.22682017894267603,-0.79885262604498,-0.123180146832503,-0.88054652786497412,-0.58070649359650206,0,0
3003,-0.94424502664269,0.824886752111318,2.7219104365725695,2.45430048683138,-0.09150791242579101,0.812597461278968,-0.106571522825469,0.298788503623045,-0.541558120793288,0.344935502866914,-0.683102937380116,0.140084480159327,0.50272806093154709,-0.645747783618593,0.16656754817182598,-0.044999534882775007,0.10246335058788,-0.480958274642963,-0.33937436366832696,-0.105158672873821,-0.0123018918524967,0.16084740741205,0.0477631302043341,0.0875402210355286,0.173582680433616,0.106354063647789,-0.179846205701,-0.0153323529015483,0,0
3046,1.1415169621715702,0.147295613099947,1.1403544217224901,2.47141130318787,-0.257028252946594,1.0799947999380801,-0.690989125156094,0.387961808287483,0.250636056655198,0.467599793236058,-1.5798671236158899,-0.327112595295463,-0.40356346095570506,-0.323053472397657,0.0717643059256107,0.59902303200748708,-0.40861140255630396,-0.306759482925698,-0.88088174384474294,-0.20547862802645103,-0.120524872705782,-0.179897059291026,-0.0219032708320772,-0.793308095133724,0.31729654137073804,0.0406157690642194,0.0546980570604749,0.0224721939721185,0,0
3105,-1.0434557673214901,0.96542349829458085,2.03678838898911,1.42933017383467,0.534604691875987,0.68388307544947291,-0.217858254145859,-0.56774778751224708,-0.244811209263029,0.0685888340260835,-1.9768855375835601,0.0399601576964521,0.78537592568930092,-0.752315412292808,-1.0140651272823,1.02725473519959,-1.03083120214684,0.12151957749922199,-1.06026315657601,-0.38576249661164,0.73456872388355909,-0.206837511019243,-0.14923283102618398,-0.58113388531964894,-0.317830692620737,-0.213621383481956,0.10675418898289099,0.165255065872563,0,0
3136,1.2161984121875,0.0860135203509317,0.21490556675393999,0.71462880780327009,-0.37339054170228203,-0.7611496517434001,0.0972123097669376,-0.0902982875046385,0.296224248216297,-0.127168522601397,-0.213561380285995,-0.0403652375317371,-1.1852646004057,0.443382121985985,0.39466004025829504,-0.669335432643586,0.44337966404648604,-1.06402362010426,-0.34503669981115104,-0.239189168156038,-0.0317662354509669,0.054994761734353,-0.0249377285837954,0.434220474622882,0.51360030522019806,0.568000435687704,-0.0419058650886932,-0.0017875969013241,0,0
3150,1.3132808676911398,-0.257922822433797,0.118462827734631,-0.735556647241133,-0.56930771964871,-0.733577207116048,-0.13865917722433999,-0.141641341483808,1.70801916154368,-1.1032937732103998,-1.08782008593142,0.64467588241276208,-0.21536864151595,-0.0747149675497364,0.287873334804464,-1.0017639706478199,0.0937677555356105,-0.0725490596277576,1.10838530469099,-0.145143828765543,-0.0824673673313292,0.12606591217343902,-0.223157252889629,-0.0749771434141362,0.921939582032948,-0.528283484538333,0.0644756571100792,0.013131887521391002,0,0
3186,1.12683745763192,0.31962665141404306,1.5459046989273402,2.70253020335557,-0.722475754241672,0.17100914587010502,-0.501118956579096,0.11767709830183999,-0.015861490944513,0.469132166269219,-0.812072511969967,0.61010811420499911,0.87327886850287284,-0.580676594802333,-0.394645960400273,0.58160141271941,-0.462793286253413,-0.30293690398287104,-0.847805977754606,-0.110401982561634,-0.0769881034817917,-0.0259787894890022,0.0360548037024679,0.409903946858635,0.326053279281989,-0.0464203204735663,0.0483963891481014,0.0375324443146861,0,0
3204,1.0825986481307501,0.161658742792151,1.48620366886439,2.66727790305671,-0.67044534133704392,0.605440192344639,-0.681534699085637,0.342231956160495,0.20942001598941,0.46942832602582296,-0.84901560346702,-0.109094821879631,-0.65874239607601,-0.25140089617248496,0.0232259047689393,0.36017562553180105,-0.0981181144601875,-0.56622537193896894,-1.19585650137318,-0.239040121514811,-0.066770406052633,-0.0354925938836841,0.0836878177562329,0.0570505866857677,0.20209738900375399,-0.0116360035646809,0.0549932584019612,0.0308701629265739,0,0
3224,-1.36214556882137,-0.0143672146223221,3.01202836251017,2.6212656405865498,0.89729998979795311,1.16309886754374,-0.86189442710062292,0.756725769290096,-0.979440569964816,0.35552327170785203,1.17791924617483,0.80226553948670809,0.159837214389335,-0.197540003719256,-0.0816889045984726,-0.304392200823344,0.32049324716102195,-0.314555121949287,-0.0767105048981722,0.26580661976445297,0.16014039814813,0.366855497058443,-0.0226452221243945,-0.271735665898098,-0.0498981273324124,0.177898275980508,0.10856039416939699,0.0955704489637509,0,0
3252,-0.73415185715238407,1.0972669015646501,2.5952616909038597,1.4340621036022299,-0.0581204912055234,0.11560741272865899,0.350950852603071,0.12970825547257597,-0.472432393994765,-0.156184480977928,-1.0578842760337601,0.50204477910356893,1.01794900677498,-0.82449277857078085,-1.2814285474240201,0.8143752365724809,-0.861157499470109,-0.28178293442842894,-1.691982230998,-0.176919450213678,0.0580042876240337,0.23820967192430303,-0.10405028368802599,0.401831354860951,-0.33043480364987105,-0.31400134240947497,0.0125185194139198,0.158217855776641,0,0
3275,1.06316179036014,0.135568532115511,1.3789382551185199,2.4696495738485695,-0.411194303037165,1.1293124984851202,-0.76025888621859083,0.4842114654937,-0.0975291383633539,0.625233266552062,0.634418942213277,0.71623519423096915,-0.225044507699042,-0.166229379528021,-0.7037695393540101,0.63078501320078706,-0.494626764190098,-0.0202076470569113,-0.785631308887741,-0.18778799471988897,-0.0313705191416656,0.054218469309505,0.0251046631400494,-0.312632048374316,0.231421334645846,-0.0102702094969032,0.0537571055141371,0.0183506644847295,0,0
3330,-0.377907875150086,0.98753297491368086,2.6112928714270898,2.11221015947539,-0.23390336827515,0.2685303659962,0.12081272447667402,0.186925315563161,-0.607593847208851,0.0377255131654498,-0.92223528037347,0.44503510053038003,1.0611292127494,-0.744592367193511,-0.633870075935707,0.47860693341785,-0.46253961384878395,-0.17026937056046,-0.709438999085215,-0.0343326384684288,0.000291722507393066,0.157220269503195,-0.12267652002733,0.410429717842243,-0.10549575055894801,-0.0877613091358982,0.0754791087569921,0.0446191413573312,0,0
3341,-0.2867405195164,1.17635465654495,2.50587319309697,2.8045359149858795,0.0385708108872029,1.07810250386125,0.0115745470198573,0.202090802581367,-0.962278890210395,0.39731782745700894,-1.40374871761325,0.413334740680645,2.02157035340402,-0.801690601662323,0.301598458911286,0.0330349479648038,-0.17939322659962803,0.232101342250475,1.2817666332998001,0.26103555526577105,-0.0309986623398596,0.19446890385136198,-0.277250705975323,-0.39943552105997993,-0.137050520052818,0.23284280484966896,0.182047594588543,0.12929805263531402,0,0
3371,-1.23676610337945,1.1511574400735,2.6516500774310203,2.46522091955074,-0.402151414555704,1.22221656415211,-0.578715575763718,-0.31420672287388107,-0.505811915861717,0.83113723422864694,0.91394453084162508,0.12537262571603802,-1.15851004155004,-0.0778279815909316,-0.290401627014305,-0.0077305160385073091,0.17903308271522,0.195165011023706,0.17599458543624102,-0.29903022906806803,0.88829069083700707,0.0834951637913145,0.0599100232462809,0.17919796928442103,-0.42001088955705895,0.0505777449852259,-0.21193103533934002,0.146848215580065,0,0
3653,1.2014393023731,-0.062348114663166,1.38575582146981,1.06704047456722,-1.06400123401391,-0.27900954654982696,-0.769364804410425,0.0277565984399868,2.30845682215879,-0.588755018073452,0.108934273714171,-2.3874188491156496,1.08081388210641,1.14544811050021,-0.47316682896082396,0.161381942994221,0.59102875042479508,0.11031423078512499,-0.23541507013114601,-0.200932750223863,-0.25478332036467,-0.300807685383945,0.0573200263460067,0.33784377643055397,0.214475252216012,0.28165992199656603,-0.0120109492471038,0.0179023878690462,0,0
3783,1.1062615923626,0.39813141911775896,1.81565525042835,2.9907076020131402,-0.865003953574025,0.00912457195143066,-0.626067419528813,0.0481073740966267,1.33673327054958,0.115637040951471,0.32689268751405892,-2.10360503239733,1.86246399075905,0.99186862659376,-1.0917540929526,0.484373751677754,0.42263224620828493,-0.0640631652719718,-1.17038394559029,-0.20282076352271602,-0.21271984883782502,-0.199559697703281,0.0946627743346419,0.64604718192852106,0.23891772436077804,-0.102657017333849,0.018307640570143002,0.0330280488276828,0,0
3942,-0.598992807225779,0.234645997304788,0.959658159853505,-0.399607148539809,1.6813177532462,-0.985152590486854,0.74974336480359594,-0.46692755913273104,1.17111166426526,-0.88533854612138008,-0.424118124934284,-2.16686908830163,2.63029952188586,1.04211376734306,-1.61706310856593,0.00025362495597787405,-0.14657291972978798,-0.160473972420929,-0.647809622556343,0.0620040278593692,-0.11000043530211098,0.0678732063396376,-0.16101057953322198,-0.443498851057457,-0.271568552731899,0.20935424596504898,-0.104797376586343,-0.0554483349610557,0,0
4079,1.1893499414213402,0.46773708284585497,1.35639649185944,2.7034372018867003,-0.17285406716249696,0.709243884484595,-0.55659563975244608,0.0437460192259848,1.2060150098353102,0.0764926891708428,-0.478260796495033,-1.7485285609868402,3.4573738804625602,0.645173373844332,-1.15913201388361,0.759005507015257,-0.080506746659359016,0.145521324504038,-0.74053981251632,-0.0759471985572165,-0.273351869857281,-0.30027392229256394,-0.0660921919233262,-0.483059626793181,0.44150550823478207,-0.0350489013449363,0.0258721778195701,0.0241965485225221,0,0
4185,-0.84389320444702909,1.09747848531684,2.60883400493014,2.30720443759223,-0.211220619847767,0.27698242512854604,-0.0490985314048337,0.0304550568976161,1.0083041783775901,0.0283571750220952,-0.075493661523601,-2.4680507034982697,1.9600792749738,0.72386800571218912,-1.2533841194860802,0.45954651816053793,0.28532380118635603,0.172096550183632,-0.879818061245342,-0.24941866797051299,-0.135354550186773,-0.0738450216443628,0.0371883569064377,0.326596358733276,-0.155003415408181,-0.15476584044313502,-0.32913697347561,0.0155314569946879,0,0
4496,-2.84329430818721,-1.77952413401389,3.00706144724999,3.26277490805398,2.68676603067486,-0.70357404888355,-2.17058441719747,0.134784083496252,1.1305165161579398,0.90395410905825091,2.16200947278253,-1.65529204341752,1.7011550879787702,0.92072335076659917,-1.09400820531282,0.0391154226131328,0.55622672293005,0.13381708920449498,-0.161095119017394,-0.97660568555076,-0.366194595700794,0.180245740321081,-0.88026252933793692,0.299513731846579,-0.75497622681586718,-0.0593951011074322,0.300786508026777,-0.22785788796917397,0,0
4537,1.11975115790003,0.325088928432079,1.4905089727866998,2.66068212419163,-0.504515253646334,0.610634859323559,-0.764665628849412,0.228222451588608,1.06690067740701,0.36060320882855396,1.46833265729228,-1.9576304053483302,1.57710112264972,1.32605400400497,-1.25981428879183,1.05357427103464,-0.20276547022454702,0.96306258516188292,-0.852904706916546,-0.18538459540314,-0.0191167702102468,0.27314812277048106,-0.0839808527482358,-0.0527386140068368,0.37983840805121505,0.0719384768014643,0.0072624402135873407,0.0136118692900807,0,0
4628,-0.8391501756792159,-0.0583047420103231,0.97624507747668,0.6790745046948139,1.633833437954,-0.349848180751095,-0.139845353456154,0.0587429139249032,0.68734987054222618,-0.39906738169975703,0.87912703570919992,-2.40565515741058,1.3002897260186201,1.85679481144274,-0.90669176679172714,-0.318540398238384,0.45984872656476705,0.89425552077667,1.79627063616644,0.28760755533893795,-0.0595307321237464,-0.0881134181847051,-0.20285989759376702,-0.84177366237699,0.0291579391028856,0.6540899425517579,0.0190554742742203,0.11157543740475802,0,0
4696,-1.2879073640743002,1.86775807357126,2.8937834298771,2.7465774347896303,-0.479992314023696,0.941415576180369,-0.400340268984524,0.356862159304484,0.835514607840451,1.2119062261946698,0.77143801471101592,-2.51004150076229,2.7558499461942403,0.838744642994531,1.3640172821067,0.120725781091782,0.66639587724550908,0.50359225622134407,-0.255769234341441,0.681167503858336,0.0416128066408034,0.786049935980193,-0.21999336030403602,0.0523967987658124,0.0980500182042026,0.41471130383555704,0.6916644562842329,0.33895447221550606,0,0
5043,-0.610352895751295,0.87626784363369914,3.13457187529889,2.26016851428487,0.00118499266188011,0.268439122726156,0.12709401840541,-0.0086801339830761,0.95280234430319,-0.144996781876633,-0.18135310744176503,-3.07117304114555,1.00476719678711,0.841752604462658,-1.14101969201816,0.397014218420624,0.290108744949502,0.303356168060438,-0.81922192027858909,-0.0553143112003825,-0.20228040102074302,-0.122893247243976,-0.18313204469056302,0.295979318446426,-0.159988797716441,-0.130196187091873,-0.0761391830787327,-0.10907594107838602,0,0
5420,0.981927796033601,0.0666961175002545,1.01690339969955,0.98746463490306913,0.22384710925908102,1.7841183776765202,-0.81497255564188209,0.620153156770139,1.3486533618062202,-0.435425037622485,3.229238679431,-1.1785440047729698,1.6501233777603603,1.85195369720763,0.940072676408862,-0.609485250545473,1.0672539815067499,-1.13384846183981,-1.95694543842832,-0.301937970982177,-0.0403514859324712,0.277335857255319,0.189164845812923,-1.0983768276549302,-0.043907397521783,-0.43907222298770004,0.0912672765268635,0.00510108269760727,0,0
5523,-1.31730385486436,0.12351942997881099,2.45765377686661,2.71657148038289,0.81480660957263906,0.19174072232241002,-0.999621937144372,0.384124869186382,0.928563142364793,0.548063802430079,1.2063660197498702,-2.25881887488056,1.18606330347097,1.20371636352764,-1.4880131292796202,0.52627159272135993,0.21121283930588397,0.96099053500233411,0.193158832763676,-0.12361386783478,-0.165697444404001,0.0456737098737382,-0.213357133817938,-0.0360511324033205,-0.692173367792708,-0.0750113839660058,0.434823072015741,0.16379421342964,0,0
5989,-0.44105061885032604,1.14100088375625,2.90167410709741,3.0805019209799904,-0.22939694702070001,0.930292464653516,-0.232623236340525,0.257068443010291,0.59940365727077194,0.0399823630124957,-0.581261185069359,-3.32431749364815,1.14961287880133,1.13288834874698,-0.135215671392658,0.0279236289075329,0.82765784063886094,0.70751223049792589,1.01687851740892,0.0778051903000574,-0.215926995423717,-0.23439590797601398,-0.27687752125554105,-0.211536857159887,0.0179648276388149,0.23743806296602696,0.099152163469989008,0.0865411185242042,0,0
6126,-0.130701942091627,1.02656791747592,2.6927927876854105,2.6591407914726,0.764928419239713,1.80033037792473,0.317985938878672,-0.39297551350890597,0.85145966798618788,1.1235743576742099,0.912208762333391,-2.2333240196845696,2.83347629334728,0.260704557164804,-0.95414921436423217,0.113724257119746,-0.187482921734084,1.16909174898634,1.5565622630036002,0.37593560285606703,-0.26452459186183397,0.116818154455445,-0.370958347793089,-1.05863543925301,-0.49891473125213603,0.0549064105967339,-0.59020381646902387,-0.537678424176011,0,0
6153,-0.49015898150303006,1.0705010273395001,1.9079720585833702,2.85941293535469,0.339873408325656,1.76862169454144,-0.459056307893344,0.330417599647131,1.11921758385035,0.50292483315318892,-1.23471026685398,-3.64553272513624,0.947226794018745,1.0929454514434398,0.10603840365291199,-0.0252206165442499,0.72542967503791411,0.566511869981156,0.90336647560867911,-0.0480049344173803,-0.122347400176503,-0.0603899239841491,-0.10625252589147902,-1.40111266980253,-0.784475964888821,0.13795461453850302,-0.206190956920477,0.19305594081357003,0,0
6291,-0.88653836386397811,0.99848024807659908,2.46213897089019,0.81779712361089607,0.371977653476341,0.20302339149678397,0.495757020843004,0.14258075184432098,0.638491244845337,-0.875435590861,-0.0495026375859915,-2.7579208786795197,1.02997609535321,1.1023378869316398,-1.98657027217998,0.12457671846943598,0.671516291076104,-0.818991853699207,-1.6426504176371899,-0.24881806441588503,-0.21461138950788397,-0.294517741681576,-0.30101917764962705,0.0514417096445114,0.32406521450182396,0.847694488182957,-0.0640611431072276,0.03550415050841299,0,0
6398,-2.3802099934415297,-0.26647277274082604,1.0900765753881199,0.853214761800282,3.37178046294585,3.79071857101975,-1.1236743845038402,0.94196266525391092,1.23697439668323,0.201890938372458,0.0493500019938489,-2.75190822899701,1.5294597202167601,0.80822260487998288,-1.38873483183225,1.12747046646992,-0.527063379503174,0.50269123650827707,-1.22355256689133,-0.6711871573703081,-0.30657119023421997,-0.514616513188929,-0.443707537759166,0.962373751356163,0.0882452667051223,-0.280858844689935,-0.635894710828288,0.61690301624802391,0,0
6538,1.13943531624759,0.666017680914747,0.999076323914216,2.6201473179676,-0.194132772806457,-0.26598022612332395,-0.103195974326658,-0.0465729589452305,0.311082669741745,0.484734672529758,2.29239461912834,-1.86481104566696,1.52243717182376,1.91620913117396,-0.8859185602551658,0.855238939957114,-0.0945259106616935,0.401635395643692,-0.99405587712900789,-0.19982820996500303,-0.180291309404459,-0.35210115461690294,0.0699272366233547,0.45412710797243794,0.307426073791389,-0.16798087874022197,-0.0366672852100602,0.0105814251540677,0,0
6867,1.06340183881818,0.34975949276275103,1.78398637958423,2.93837796590716,-0.67233795312018707,0.488044244910984,-0.70475636525838092,0.188422190909531,1.33238816397274,0.0712842834736204,0.547094347824995,-2.01795533360434,1.84649870442771,1.01920546267965,-0.839253202179684,0.192688924790822,0.699859962628513,-0.51225496789162006,-1.52803564182069,-0.23375679887451603,-0.18525727941139802,-0.0862171817755197,0.12463729705893599,0.347406852319079,0.166732859035199,-0.0735188822587902,0.0347176324122944,0.0297403027339312,0,0
7080,1.20018370586351,0.344834636019795,1.24901230636127,2.67770909924881,-0.231715719114741,0.77444895246166,-0.671988981103386,0.14902898106976,1.46443836105178,0.12453747531145799,-0.907303789605149,-2.67284501752994,1.8550304481842,0.95963675671090076,-0.966937222469261,0.885110303876956,-0.0488069550027353,0.40129414995962603,-0.665933874247704,-0.174504184439224,-0.303279742701439,-0.46596444613010296,-0.0666178314559037,-0.682319368258444,0.409065953598117,-0.0197887851791617,0.0148893841895946,0.0191169904633265,0,0
